Provincia,Partido,Unnamed: 2,Poblacion,ADSL,CABLEMODEM,Unnamed: 6,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,Unnamed: 13,Latitud,Longitud
SANTIAGO DEL ESTERO,0,0,6390,--,0,0,--,--,0,0,--,--,861330200,0,"-63,962722918298"
SANTIAGO DEL ESTERO,0,Nueva Esperanza,51450,--,0,--,SI,SI,0,SI,--,SI,00,"-26,2281708369451","-64,2165350542077"
0,Pellegrini,Pozo Betbeder,00,0,--,--,0,0,--,--,0,0,861330400,"-26,4370381868394",0
0,Pellegrini,Rapelli,13030,0,--,--,SI,0,--,SI,--,0,861330500,"-26,4226389838804","-64,4823360114476"
0,Pellegrini,Santo Domingo,1520,0,--,--,--,0,SI,--,--,--,00,"-26,2546885459751","-63,7552458641711"
SANTIAGO DEL ESTERO,Quebrachos,Ramírez de Velazco,00,--,--,--,0,--,--,0,--,SI,00,0,"-63,3724472525701"
SANTIAGO DEL ESTERO,0,Sumampa,55590,--,0,0,--,SI,0,SI,--,0,861400200,"-29,38690","-63,47780"
SANTIAGO DEL ESTERO,Quebrachos,0,530,--,--,0,--,--,SI,--,0,0,861400300,"-29,38518",0
SANTIAGO DEL ESTERO,Río Hondo,Chañar Pozo de Abajo,00,--,--,--,0,--,--,0,SI,SI,861470100,0,"-64,6291414240627"
0,Río Hondo,Chauchillas,00,0,--,--,0,0,--,0,--,--,00,0,"-64,5047691864018"
SANTIAGO DEL ESTERO,0,Colonia Tinco,8380,--,0,--,--,SI,0,--,0,SI,861470300,"-27,4706728097674",0
SANTIAGO DEL ESTERO,0,0,950,--,0,0,--,SI,0,--,0,0,861470400,"-27,22920",0
0,Río Hondo,Gramilla,3010,0,--,--,--,0,SI,0,--,--,861470500,0,"-64,5620856680986"
0,Río Hondo,La Nueva Donosa,00,0,--,--,0,0,--,--,SI,SI,00,0,"-64,8767418087564"
SANTIAGO DEL ESTERO,Río Hondo,Los Miranda,00,--,--,--,0,--,--,--,--,0,861470700,"-27,5083733738626","-64,5649190077259"
0,Río Hondo,Los Núñez,5730,0,--,--,0,0,--,--,0,SI,861470800,"-27,53560",0
SANTIAGO DEL ESTERO,Río Hondo,0,3300,--,--,0,--,--,--,0,SI,SI,00,0,"-64,855588327279"
SANTIAGO DEL ESTERO,0,Pozuelos,6890,--,0,--,--,SI,0,0,--,--,861471000,0,"-64,7026752507441"
0,Río Hondo,Rodeo de Valdez,00,0,--,--,0,0,--,--,0,--,861471100,"-27,53560",0
SANTIAGO DEL ESTERO,Río Hondo,Sauzal,00,--,--,--,0,--,--,--,--,0,861471200,"-27,5280897695425","-64,5503115283226"
0,Río Hondo,Termas de Río Hondo,00,0,--,--,0,0,SI,SI,SI,SI,00,"-27,49690","-64,86360123"
SANTIAGO DEL ESTERO,Río Hondo,Villa Giménez,00,--,--,--,0,--,--,0,--,--,861471400,0,"-64,4241383951333"
SANTIAGO DEL ESTERO,0,Villa Río Hondo,7050,--,0,--,--,--,0,--,0,0,861471500,"-27,634837302922",0
SANTIAGO DEL ESTERO,Río Hondo,0,470,--,--,0,--,--,--,--,0,--,861471600,"-27,49690",0
SANTIAGO DEL ESTERO,0,0,6470,--,0,0,--,--,0,0,--,SI,861471700,0,"-64,7457788845071"
SANTIAGO DEL ESTERO,0,Colonia Alpina,4030,--,0,--,--,SI,0,0,--,SI,00,0,"-61,9858847419354"
0,Rivadavia,Palo Negro,00,0,--,--,0,0,SI,--,0,SI,861540200,"-29,6498507669034",0
0,Rivadavia,Selva,28780,0,SI,--,--,0,SI,SI,0,0,861540300,"-29,7411965865744",0
SANTIAGO DEL ESTERO,0,Beltrán,63520,SI,0,--,--,SI,0,SI,SI,SI,00,"-27,8529414386088","-63,9976109802064"
SANTIAGO DEL ESTERO,Robles,0,41970,--,--,0,--,SI,0,0,SI,SI,00,0,"-63,7954247865397"
SANTIAGO DEL ESTERO,Robles,Fernández,00,SI,--,--,0,SI,SI,SI,SI,0,861610300,"-27,92580","-63,89610"
0,Robles,Ingeniero Forres (Est Chaguar Punco),54630,0,--,--,SI,0,SI,SI,0,0,861610400,"-27,8988045313331",0
SANTIAGO DEL ESTERO,Robles,0,9320,--,--,0,SI,SI,--,--,SI,SI,00,"-27,8080876156289","-64,0900764558405"
SANTIAGO DEL ESTERO,0,0,5390,--,0,0,SI,SI,0,0,--,--,861680100,0,"-63,574164"
SANTIAGO DEL ESTERO,0,Los Telares,25730,--,0,--,SI,SI,0,SI,0,SI,861680200,"-28,9961060752517",0
SANTIAGO DEL ESTERO,0,0,8290,--,0,0,--,SI,0,--,--,0,861680300,"-28,804238","-63,427367"
0,San Martín,Brea Pozo,18780,0,--,--,--,0,SI,0,SI,SI,00,0,"-63,8794848442523"
0,San Martín,Estación Robles,00,0,--,--,0,0,--,--,--,--,00,"-28,066906709842","-63,9232936486892"
SANTIAGO DEL ESTERO,Capital,0,2521920,SI,0,0,SI,SI,SI,SI,SI,0,860491100,"-27,8089009906807","-64,2166602117129"
SANTIAGO DEL ESTERO,0,Vuelta de la Barranca,2190,--,0,--,--,--,0,--,0,SI,860491200,"-27,85280",0
SANTIAGO DEL ESTERO,0,0,2010,--,0,--,--,--,0,--,--,--,00,"-27,87170","-64,24440"
SANTIAGO DEL ESTERO,Choya,0,1660,--,--,0,--,--,--,0,--,--,00,0,"-64,8622051979914"
0,Choya,Choya,10420,0,--,--,SI,0,--,SI,SI,0,860630200,"-28,49424","-64,85630"
SANTIAGO DEL ESTERO,Choya,Estación La Punta,00,SI,--,--,0,--,--,SI,0,0,860630300,"-28,4336985809233",0
0,Choya,Frías,00,0,SI,--,0,0,SI,0,SI,SI,00,0,"-65,043543609352"
0,Choya,Laprida,11970,0,--,--,SI,0,SI,--,--,SI,00,"-28,4073548165504","-64,4541927821887"
SANTIAGO DEL ESTERO,0,0,870,--,0,0,--,--,0,--,0,--,860630700,"-28,46011",0
SANTIAGO DEL ESTERO,0,Tapso,6910,--,0,--,SI,--,0,--,SI,0,860630800,"-28,40060","-65,10190"
0,Choya,Villa La Punta,8190,0,--,--,SI,0,SI,0,--,SI,00,0,"-64,7158920819925"
SANTIAGO DEL ESTERO,Copo,El Caburé,00,--,--,--,0,0,SI,0,--,SI,860560100,0,"-62,323388601784"
SANTIAGO DEL ESTERO,Copo,0,690,--,--,0,--,--,SI,--,0,0,860560200,"-25,9734496033409",0
SANTIAGO DEL ESTERO,0,Los Pirpintos,17290,--,0,--,SI,SI,0,--,0,SI,860560300,"-26,1143281340404",0
SANTIAGO DEL ESTERO,San Martín,Estación Taboada,00,--,--,--,0,SI,SI,--,SI,SI,00,"-28,0244133561374","-63,6780500726067"
0,San Martín,Villa Nueva,00,0,--,--,--,0,--,0,--,--,861750400,0,"-63,9281703939706"
0,Sarmiento,Garza,25840,0,--,--,--,0,--,SI,0,SI,861820100,"-28,1640640623966",0
0,Silípica,Árraga,00,0,--,--,0,0,SI,--,0,0,861890100,"-28,0781229945078",0
SANTIAGO DEL ESTERO,0,Nueva Francia,10910,--,0,--,--,SI,0,0,SI,SI,861890200,0,"-64,1289571495793"
SANTIAGO DEL ESTERO,0,0,6130,--,0,0,--,--,0,0,--,SI,00,0,"-64,1477934328695"
SANTIAGO DEL ESTERO,Silípica,Sumamao,00,0,--,--,0,--,--,--,--,0,861890400,"-28,1967575331195","-64,0357172733602"
0,Silípica,Villa Silípica,980,0,--,--,--,0,--,--,0,0,861890500,"-28,1355654399078",0
0,ANTARTIDA ARGENTINA,Base Belgrano Ii,00,0,--,--,0,0,--,0,--,--,00,0,"-34,6265601051448"
TIERRA DEL FUEGO,ANTARTIDA ARGENTINA,Base Brown,00,--,--,--,0,--,--,0,--,--,00,0,"-62,8705378154324"
TIERRA DEL FUEGO,0,0,00,--,0,0,--,--,0,--,0,0,00,"-62,2383693073102",0
TIERRA DEL FUEGO,ANTARTIDA ARGENTINA,0,00,--,--,0,--,--,--,--,0,SI,00,"-63,3973928907224",0
TIERRA DEL FUEGO,ANTARTIDA ARGENTINA,0,00,--,--,0,--,--,0,0,SI,SI,00,0,"-56,6250959571072"
TIERRA DEL FUEGO,0,Base Matienzo,00,--,0,--,--,--,0,--,--,--,00,"-64,9758620236943","-60,0706791228407"
0,ANTARTIDA ARGENTINA,Base Orcadas,00,0,--,--,0,--,--,--,0,--,00,"-60,737817304161",0
0,ANTARTIDA ARGENTINA,Base San Martin,00,0,--,--,--,0,--,--,0,0,00,"-68,1300703213167",0
TIERRA DEL FUEGO,0,Destacamento Camara,00,--,0,--,--,--,0,--,--,--,00,"-62,5943496603855","-59,9190536260268"
TIERRA DEL FUEGO,0,0,00,--,0,0,--,--,0,0,--,--,00,0,"-60,6982227022535"
TIERRA DEL FUEGO,ANTARTIDA ARGENTINA,Destacamento Melchior,00,--,--,--,0,--,--,--,--,0,00,"-64,3256059503534","-62,9763657702779"
0,ANTARTIDA ARGENTINA,Destacamento Petrel,00,0,--,--,0,0,--,--,0,--,00,"-63,4779032552796",0
SANTA FE,General Obligado,0,705490,SI,SI,0,SI,SI,SI,SI,SI,SI,00,"-29,1451468389264","-59,6510730563582"
SANTA FE,0,0,25790,SI,0,0,--,SI,0,0,--,SI,00,0,"-59,2645742897512"
SANTA FE,0,Tacuarendí (Emb Kilómetro 421),25860,SI,0,--,--,--,0,SI,0,0,820492000,"-28,4202062467088",0
SANTA FE,0,0,26960,--,0,0,--,SI,--,SI,--,0,820492100,"-28,4933207178133","-59,6141214862397"
0,General Obligado,Villa Guillermina,45550,0,SI,--,--,0,SI,0,SI,SI,00,0,"-59,4547598305134"
SANTA FE,General Obligado,Villa Ocampo,00,SI,SI,--,0,0,--,SI,SI,SI,00,"-28,4904509578913","-59,3587641281681"
SANTA FE,0,0,280,--,0,0,--,--,0,--,0,0,820560100,"-32,6103776107001",0
SANTA FE,0,Bustinza,10980,SI,0,--,SI,--,0,SI,0,SI,820560200,"-32,7399961772877",0
SANTA FE,Iriondo,0,292050,SI,SI,0,SI,--,SI,0,SI,SI,00,0,"-61,3899661468272"
SANTA FE,0,0,10410,SI,0,0,--,SI,0,SI,--,SI,00,"-32,5112871642714","-61,0305147885477"
SANTA FE,La Capital,Arroyo Aguiar,00,SI,--,--,0,SI,SI,SI,0,0,820630200,"-31,4322203707863",0
0,La Capital,Arroyo Leyes,00,0,SI,--,0,0,SI,--,--,0,820630300,"-31,5577005393669","-60,5166665613111"
0,La Capital,Cabal,540,0,--,--,--,0,SI,--,--,--,00,"-31,1039907773825","-60,7271526484511"
SANTA FE,La Capital,Campo Andino,00,--,--,--,0,0,--,0,--,SI,00,0,"-60,531189241674"
SANTA FE,0,Candioti,8880,--,0,--,SI,--,0,SI,--,0,820630600,"-31,3995244031815","-60,7491149288676"
SANTA FE,0,0,6910,SI,0,0,SI,--,SI,SI,0,SI,820630700,"-31,0610951750412",0
0,La Capital,Laguna Paiva,00,0,--,--,0,0,SI,0,SI,SI,820630800,0,"-60,6607816085928"
0,La Capital,Llambi Campbell,22600,0,--,--,--,0,SI,0,SI,SI,00,0,"-60,7484785939749"
SANTA FE,0,0,57260,SI,0,0,--,SI,0,SI,0,SI,820631000,"-31,5184864327594",0
SANTA FE,La Capital,0,42060,SI,--,0,SI,--,SI,SI,0,0,820631100,"-31,2670754515365",0
0,La Capital,Paraje Chaco Chico,00,0,--,--,0,0,--,0,SI,SI,820631200,0,"-60,6617466185791"
SANTA FE,La Capital,Paraje La Costa,00,--,--,--,0,--,--,--,--,--,00,"-31,5177974435199","-60,6115160069236"
0,La Capital,Recreo,00,0,SI,--,0,--,SI,SI,SI,0,820631400,"-31,4935807560402",0
0,La Capital,RINCON NORTE,00,0,--,--,--,0,--,--,0,--,820630700,"-31,5644326802115",0
SANTA FE,La Capital,0,5890,--,--,0,--,--,0,0,--,--,00,0,"-60,4756662346225"
SANTA FE,0,San José del Rincón,101760,SI,0,--,SI,SI,0,0,SI,SI,820631600,0,"-60,569631684875"
0,La Capital,Santa Fe,3911640,0,SI,SI,SI,0,SI,SI,0,0,820631700,"-31,645164805431",0
0,La Capital,Santo Tomé,00,0,SI,--,0,0,SI,SI,SI,0,820631800,"-31,6648423299398","-60,7626399841519"
SANTA FE,La Capital,Sauce Viejo,00,SI,--,--,0,--,SI,0,SI,SI,820631900,0,"-60,8898606108667"
0,La Capital,Villa Adelina,00,0,--,--,0,0,--,0,SI,SI,00,0,"-60,7883380397856"
SANTA FE,La Capital,0,2680,--,--,0,--,--,--,--,0,SI,820632000,"-31,3738964582973",0
SANTA FE,0,Cavour,1370,--,0,--,--,--,0,SI,--,0,820700100,"-31,3666330323604",0
SANTA FE,0,Cululú,970,--,0,--,--,--,0,SI,--,--,00,"-31,2053110846326","-60,9314003415917"
SANTA FE,0,0,14900,--,0,0,SI,--,0,0,--,SI,820700300,0,"-61,0487593646417"
0,Las Colonias,Empalme San Carlos,1250,0,--,--,--,0,SI,SI,0,0,820700400,"-31,5487780871674",0
0,Las Colonias,Esperanza,00,0,SI,--,0,0,SI,SI,0,SI,820700500,"-31,4505966144136",0
SANTA FE,Las Colonias,0,17880,--,--,0,--,--,SI,0,SI,SI,820700600,0,"-61,2128816673977"
SANTA FE,0,Franck,51090,SI,0,--,SI,--,0,SI,SI,SI,00,"-31,5888736174502","-60,9388945830321"
0,Las Colonias,Grutly,5450,0,--,--,--,0,SI,SI,0,SI,820700800,"-31,2705026899597",0
SANTA FE,Las Colonias,Hipatia,00,--,--,--,0,--,SI,--,--,0,820700900,"-31,1282518725208","-61,0327676754247"
SANTA FE,0,Humboldt,39990,SI,0,0,SI,--,0,0,SI,SI,00,0,"-61,0825515659905"
SANTA FE,Las Colonias,0,1060,--,--,0,--,--,--,--,--,--,00,"-30,7370340516557","-60,9759511253175"
SANTA FE,0,0,10370,--,0,0,SI,--,0,SI,--,0,820701200,"-30,8679477693336","-60,9718116807155"
SANTA FE,0,Las Tunas,3600,SI,0,--,SI,SI,0,SI,0,0,820701300,"-31,5722370638803",0
0,Las Colonias,María Luisa,00,0,--,--,0,0,SI,SI,--,SI,00,"-31,0126440481519","-60,9114327492504"
0,Las Colonias,Matilde,7540,0,--,--,--,0,SI,0,--,SI,00,0,"-60,9818059784844"
SANTA FE,0,Nuevo Torino,4250,SI,0,--,--,--,0,--,0,SI,820701600,"-31,3468823835409",0
SANTA FE,0,0,47050,SI,--,0,SI,--,SI,SI,0,0,820701700,"-31,442015817123",0
SANTA FE,0,Plaza Matilde,290,--,0,--,--,--,0,--,--,--,00,"-31,7974834888763","-61,0111678232689"
SANTA FE,0,0,21180,--,0,0,--,--,0,0,SI,SI,00,0,"-60,990254156931"
0,Las Colonias,Providencia,6630,0,--,--,--,0,SI,SI,--,0,820702000,"-30,9845868369063","-61,0218281498813"
0,Las Colonias,Sa Pereyra,00,0,--,--,0,0,SI,SI,0,--,820702100,"-31,5721513951563",0
SANTA FE,Las Colonias,San Agustín,00,--,--,--,0,--,SI,0,SI,SI,820702200,0,"-60,9413147450231"
0,Las Colonias,San Carlos Centro,107170,0,SI,--,SI,0,SI,SI,SI,SI,00,"-31,7284179989089","-61,0913957859145"
SANTA FE,Las Colonias,0,8120,--,SI,0,--,--,SI,SI,0,0,820702400,"-31,6743105766747",0
SANTA FE,0,0,19270,SI,0,0,--,--,0,SI,SI,0,820702500,"-31,7575954064363","-61,1007514980914"
0,Las Colonias,San Jerónimo del Sauce,00,0,--,--,0,0,SI,SI,SI,SI,00,"-31,6112124759047","-61,1425180717315"
SANTA FE,Las Colonias,San Jerónimo Norte,00,SI,--,--,0,--,SI,0,SI,SI,820702700,0,"-61,078514153956"
SANTA FE,0,0,2180,--,0,0,--,--,0,SI,--,0,820702800,"-31,6702105890861","-61,3480211476449"
SANTA FE,0,Santa Clara de Buena Vista,25400,--,0,--,--,--,0,SI,0,SI,820702900,"-31,7657963305203",0
0,Las Colonias,Santo Domingo,00,0,--,--,0,0,SI,0,--,SI,00,0,"-60,8888854567848"
0,Iriondo,Classon,4840,0,--,--,SI,0,SI,0,SI,SI,820560500,0,"-61,2910434085442"
0,Iriondo,Colonia Médici,00,0,--,--,--,0,SI,--,0,--,820560600,"-32,5988903254118",0
SANTA FE,Iriondo,Correa,00,SI,SI,--,0,--,SI,SI,0,0,820560700,"-32,8494610803638",0
SANTA FE,0,Larguía,540,--,0,--,--,--,0,0,--,--,820560800,0,"-61,2170944213123"
SANTA FE,Iriondo,0,4850,--,SI,0,--,--,SI,0,--,SI,00,0,"-61,0180654"
SANTA FE,Iriondo,Oliveros,00,SI,--,--,0,--,--,--,SI,0,820561000,"-32,5758215248523","-60,8553515331513"
0,Iriondo,Pueblo Andino,00,0,SI,--,0,0,SI,SI,0,0,820561100,"-32,6717914164971",0
SANTA FE,Iriondo,0,19440,SI,0,0,--,--,SI,SI,0,SI,820561200,"-32,6680220468782",0
SANTA FE,0,Serodino,32630,SI,0,--,SI,--,0,SI,--,0,820561300,"-32,6055740792488","-60,9481762653391"
SANTA FE,Iriondo,Totoras,00,SI,--,--,0,0,SI,0,SI,SI,00,0,"-61,1673292562769"
0,Iriondo,Villa Eloísa,28200,0,--,--,SI,0,SI,SI,SI,SI,00,"-32,9643241574442","-61,5478333256653"
0,Iriondo,Villa La Rivera (Oliveros),00,0,--,--,0,0,SI,--,--,0,820561600,"-32,633431229414","-60,8208776739619"
SANTA FE,Iriondo,Villa La Rivera (Pueblo Andino),00,--,--,--,0,SI,SI,--,0,0,820561700,"-32,6413858836004",0
SANTA FE,0,0,8560,--,0,0,--,--,0,--,SI,SI,00,"-31,5551884917333","-60,6783108244693"
SANTA FE,Rosario,0,40340,SI,--,0,--,--,--,0,SI,SI,00,0,"-60,4706038463519"
SANTA FE,Rosario,Funes,00,SI,SI,--,0,SI,SI,SI,0,SI,820841400,"-32,922782783063",0
0,Rosario,General Lagos,34190,0,--,--,SI,0,SI,SI,0,0,820841500,"-33,1121588884353",0
SANTA FE,0,Granadero Baigorria,369940,--,0,--,SI,--,0,0,SI,SI,820841600,0,"-60,7062159770827"
SANTA FE,Rosario,0,36980,--,SI,0,SI,--,0,0,SI,SI,00,0,"-60,7884936646076"
0,Rosario,Kilómetro 101,360,0,--,--,--,0,SI,--,0,SI,820841800,"-33,060584803082",0
SANTA FE,Rosario,Los Muchachos - La Alborada,00,0,--,--,0,--,--,--,--,0,820841900,"-33,0915734104105",0
SANTA FE,Rosario,Monte Flores,00,SI,--,--,0,--,--,--,SI,SI,00,"-33,0800073993365","-60,6355226681116"
0,Rosario,Pérez,00,0,--,--,0,0,SI,0,SI,SI,820842100,0,"-60,7721592101064"
SANTA FE,Rosario,0,11460,--,SI,0,SI,--,--,--,0,0,820842200,"-33,1112071010784",0
SANTA FE,0,0,67890,SI,0,0,SI,SI,0,SI,0,SI,820842300,"-33,0730969403696",0
0,Rosario,Pueblo Muñoz (Est Bernard),00,0,SI,--,--,0,--,0,--,SI,820842400,0,"-60,8971398400989"
SANTA FE,Rosario,Pueblo Uranga,00,SI,--,--,0,--,SI,SI,--,SI,00,"-33,2645299958204","-60,7083345859989"
0,Rosario,Puerto Arroyo Seco,00,0,--,--,0,0,--,--,0,SI,820842600,"-33,1315113496399",0
0,Rosario,Rosario,9483120,0,SI,SI,SI,0,SI,SI,0,0,820842700,"-32,9538142575214",0
SANTA FE,0,0,25770,SI,0,0,--,--,0,0,SI,SI,820842800,0,"-60,7561883192345"
SANTA FE,0,Villa Amelia,8350,SI,0,--,SI,--,0,SI,--,--,00,"-33,1771929125315","-60,6677297311463"
SANTA FE,0,Villa del Plata,2590,--,0,--,--,--,0,SI,--,0,820843000,"-33,1271769621356",0
SANTA FE,Rosario,0,807690,SI,SI,0,SI,--,SI,SI,0,SI,820843100,"-33,0224078611601",0
0,Rosario,Zavalla,00,0,SI,--,0,0,SI,0,SI,SI,00,0,"-60,879303488531"
SANTA FE,San Cristóbal,Aguará Grande,00,--,--,--,0,SI,SI,0,--,--,820910100,0,"-60,9437539322397"
SANTA FE,San Cristóbal,0,9050,--,--,0,--,SI,SI,SI,0,0,820910200,"-30,016999568893",0
SANTA FE,0,0,17640,SI,0,0,SI,--,0,SI,SI,0,820910300,"-30,2341495301456","-61,7285807001253"
0,San Cristóbal,Balneario La Verde,80,0,--,--,--,0,--,0,--,--,00,0,"-61,2428659094376"
0,San Cristóbal,Capivara,00,0,--,--,0,0,--,--,--,--,00,"-30,4615028173869","-61,2722735128607"
SANTA FE,0,Ceres,144990,SI,0,--,--,--,0,SI,0,0,820910600,"-29,8823371283479",0
SANTA FE,0,0,160,--,0,0,--,--,0,--,--,0,820910700,"-30,1449998391803","-61,9147917462344"
SANTA FE,San Cristóbal,0,1110,SI,--,0,SI,--,SI,--,--,SI,00,"-30,6691245233432","-61,7896030300364"
SANTA FE,0,Colonia Rosa,5620,--,0,0,--,--,0,0,--,SI,00,0,"-61,9844913702309"
SANTA FE,San Cristóbal,Constanza,00,--,--,--,0,--,--,SI,--,0,820911000,"-30,664633909429","-61,3207552160733"
0,San Cristóbal,Curupaity,2200,0,--,--,--,0,SI,--,0,--,820911100,"-30,397911889967",0
SANTA FE,0,0,27800,--,0,0,--,--,0,0,SI,SI,820911200,0,"-61,8396467676821"
SANTA FE,San Cristóbal,0,6650,--,--,0,--,--,SI,0,--,SI,00,0,"-61,2192947646911"
SANTA FE,0,La Cabral,1610,--,0,--,--,SI,0,SI,--,0,820911400,"-30,0876438007142","-61,1797070550573"
SANTA FE,0,0,1120,--,0,0,--,--,0,--,0,--,820911450,"-30,4196635334388",0
0,San Cristóbal,La Rubia,2990,0,SI,--,--,0,SI,SI,--,--,00,"-30,1113966728017","-61,7927608545145"
0,San Cristóbal,Las Avispas,00,0,--,--,0,0,--,0,--,--,00,0,"-61,2911992453769"
SANTA FE,San Cristóbal,Las Palmeras,00,--,--,--,0,--,SI,SI,0,0,820911700,"-30,6326345828984",0
0,San Cristóbal,Moisés Ville,23180,0,SI,--,SI,0,SI,SI,SI,0,820911800,"-30,7182008702613","-61,469140085345"
SANTA FE,San Cristóbal,0,3470,--,--,0,SI,--,SI,0,SI,SI,00,0,"-61,6348224695165"
SANTA FE,0,0,790,--,0,0,--,--,0,--,--,--,00,"-30,37245992257","-61,1326015812096"
0,San Cristóbal,Palacios,00,0,--,--,0,0,SI,--,0,0,820912100,"-30,7106694051354",0
SANTA FE,San Cristóbal,San Cristóbal,00,SI,SI,--,0,SI,SI,SI,0,SI,820912200,"-30,311687011314",0
SANTA FE,0,0,67470,SI,0,0,SI,--,0,0,SI,SI,00,0,"-61,9178272634037"
SANTA FE,0,Santurce,320,--,0,--,--,--,0,0,--,--,820912400,0,"-61,178528021881"
0,San Cristóbal,Soledad,00,0,--,--,0,0,SI,SI,0,0,820912500,"-30,6225538384456",0
0,San Cristóbal,Suardi,60800,0,--,--,SI,0,--,SI,0,SI,820912600,"-30,5361453460922",0
0,San Cristóbal,Villa Saralegui,00,0,--,--,--,0,SI,0,SI,SI,820912700,0,"-60,7477102618236"
SANTA FE,San Cristóbal,Villa Trinidad,00,--,--,--,0,--,--,SI,SI,SI,00,"-30,2176460355738","-61,877568026694"
SANTA FE,0,Alejandra,29620,--,0,--,--,SI,0,SI,0,SI,820980100,"-29,9103566747475",0
SANTA FE,San Javier,0,1420,--,--,0,--,--,SI,SI,0,0,820980200,"-30,6581364074941",0
SANTA FE,San Javier,Colonia Durán,00,--,--,--,0,SI,--,--,--,--,00,"-29,5607537201086","-59,9270693537131"
0,San Javier,La Brava,00,0,--,--,0,0,SI,0,--,SI,820980400,0,"-60,1409356882605"
0,San Javier,Romang,77550,0,SI,--,SI,0,SI,SI,0,0,820980500,"-29,5018294527814",0
0,San Javier,San Javier,00,--,SI,--,0,--,SI,SI,0,SI,820980600,"-30,5822068409869",0
SANTA FE,0,Arocena,16080,--,0,--,--,--,0,--,SI,SI,00,"-32,0800271942926","-60,9770049639573"
SANTA FE,San Jerónimo,0,3910,--,--,0,--,--,--,0,--,--,821050200,0,"-60,8760522539552"
SANTA FE,San Jerónimo,0,46500,SI,--,0,--,--,SI,SI,0,SI,821050300,"-32,2366357816462",0
SANTA FE,0,0,16550,--,0,0,--,--,0,--,0,0,821050400,"-31,8320800807618",0
SANTA FE,San Jerónimo,Barrio El Pacaá - Barrio Comipini,00,--,--,--,0,--,--,0,--,--,821050500,0,"-60,9282685049176"
0,San Jerónimo,Bernardo de Irigoyen (Est Irigoyen),00,0,--,--,0,0,--,0,SI,SI,00,0,"-61,1572748282837"
SANTA FE,0,Casalegno,1580,--,0,--,--,--,0,SI,--,0,821050700,"-32,2638306241466","-61,1261488657874"
SANTA FE,San Jerónimo,0,28700,SI,--,0,--,--,--,SI,0,0,821050800,"-32,298023717348",0
SANTA FE,San Jerónimo,Coronda,00,SI,SI,--,0,--,SI,SI,SI,SI,00,"-31,975646712145","-60,9201341188126"
0,San Jerónimo,Desvío Arijón,9460,0,--,--,--,0,SI,0,SI,SI,00,0,"-60,8896993521491"
SANTA FE,0,0,17210,SI,--,0,SI,--,--,SI,--,0,821051100,"-32,3750588242506","-61,091442512126"
SANTA FE,0,Gaboto,27880,--,0,--,--,--,0,SI,0,0,821051200,"-32,4343760818819",0
SANTA FE,0,0,190610,SI,0,0,SI,SI,0,0,SI,SI,00,0,"-61,2199610274248"
SANTA FE,San Jerónimo,0,8570,SI,--,0,SI,--,SI,SI,--,SI,00,"-31,8770449531764","-61,1288367653984"
0,San Jerónimo,Irigoyen,00,0,SI,--,0,0,SI,--,0,SI,821051500,"-32,16077341012",0
SANTA FE,San Jerónimo,Larrechea,00,--,--,--,0,--,SI,SI,--,0,821051600,"-31,9361305275575","-61,0477166860408"
SANTA FE,San Jerónimo,0,2250,SI,--,0,SI,--,--,0,--,--,00,0,"-61,1783800456556"
SANTA FE,0,López (Est San Martín de Tours),13680,SI,0,0,--,--,0,0,--,SI,821051800,0,"-61,2799295377437"
SANTA FE,San Jerónimo,0,56340,SI,SI,0,--,--,SI,SI,0,0,821051900,"-32,4587652553057",0
SANTA FE,0,0,18380,SI,0,0,SI,--,0,SI,SI,0,821052000,"-32,358735658961","-60,9429043010117"
SANTA FE,San Jerónimo,Puerto Aragón,00,--,--,--,0,--,--,0,--,--,821052100,0,"-60,9239839784214"
0,San Jerónimo,San Eugenio,00,0,--,--,0,0,--,--,--,SI,00,"-32,0768953861827","-61,1174234926527"
0,San Jerónimo,San Fabián,8200,0,SI,--,--,0,SI,SI,--,0,821052300,"-32,1383718722873","-60,9832660246346"
SANTA FE,San Jerónimo,San Genaro,00,SI,--,--,0,0,SI,SI,0,SI,821052400,"-32,3735383941398",0
SANTA FE,0,San Genaro Norte,46610,SI,0,--,SI,--,0,SI,--,SI,00,"-32,3658073636946","-61,3401798286706"
SANTA FE,San Justo,0,620,--,0,0,--,--,SI,0,--,--,00,0,"-60,6486098681792"
0,San Justo,Cayastacito,00,0,--,--,0,0,SI,SI,0,--,821120200,"-31,1150071573313",0
0,San Justo,Colonia Dolores,5020,0,--,--,--,0,SI,--,0,0,821120300,"-30,3836825866932",0
SANTA FE,0,0,410,--,0,0,--,--,0,0,--,--,821120400,0,"-60,6448661369776"
SANTA FE,San Justo,0,53350,SI,SI,0,--,--,SI,0,SI,SI,00,"-30,3648346894928","-60,4011684048308"
0,San Justo,La Criolla (Est Cañadita),00,0,--,--,0,0,SI,SI,0,SI,821120600,"-30,2261579523496",0
SANTA FE,San Justo,La Penca y Caraguatá,00,--,--,--,0,--,SI,SI,0,0,821120700,"-30,3484964424709",0
0,San Justo,Marcelino Escalada,00,0,--,--,0,--,SI,0,SI,SI,00,0,"-60,4693860436357"
0,San Justo,Naré,3410,0,--,--,--,0,SI,0,--,--,821120900,0,"-60,4682102211441"
